zipcode,chicago,minority,companies_name,name,bi_policy_premium,pd_policy_premium,state_risk,white_non_hisp_pct,risk_difference,combined_premium
60618,TRUE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,202,177.0,190.794313040127,45.6,188.205686959873,379.0
60618,TRUE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,190.794313040127,45.6,356.205686959873,547.0
60618,TRUE,TRUE,Erie Ins Co,ERIE INS GRP,287,188.0,190.794313040127,45.6,284.205686959873,475.0
60618,TRUE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,214.0,190.794313040127,45.6,215.205686959873,406.0
60618,TRUE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,190.794313040127,45.6,106.20568695987299,297.0
60618,TRUE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,125.0,190.794313040127,45.6,56.20568695987299,247.0
60619,TRUE,TRUE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,982,0.0,203.975312864578,0.7,778.024687135422,982.0
60619,TRUE,TRUE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,433,208.0,203.975312864578,0.7,437.024687135422,641.0
60619,TRUE,TRUE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,414,461.0,203.975312864578,0.7,671.024687135422,875.0
60619,TRUE,TRUE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,572,0.0,203.975312864578,0.7,368.024687135422,572.0
60619,TRUE,TRUE,State Farm Fire & Cas Co,STATE FARM GRP,483,0.0,203.975312864578,0.7,279.024687135422,483.0
60619,TRUE,TRUE,Progressive Direct Ins Co,PROGRESSIVE GRP,381,286.0,203.975312864578,0.7,463.024687135422,667.0
60619,TRUE,TRUE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,535,0.0,203.975312864578,0.7,331.024687135422,535.0
60619,TRUE,TRUE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,350,348.0,203.975312864578,0.7,494.024687135422,698.0
60619,TRUE,TRUE,Travelers Commercial Ins Co,Travelers Grp,304,208.0,203.975312864578,0.7,308.024687135422,512.0
60619,TRUE,TRUE,Owners Ins Co,AUTO OWNERS GRP,347,375.0,203.975312864578,0.7,518.024687135422,722.0
60619,TRUE,TRUE,Progressive Northern Ins Co,PROGRESSIVE GRP,253,320.0,203.975312864578,0.7,369.024687135422,573.0
60619,TRUE,TRUE,Illinois Farmers Ins Co,FARMERS INS GRP,318,248.0,203.975312864578,0.7,362.024687135422,566.0
60619,TRUE,TRUE,Erie Ins Exch,ERIE INS GRP,250,159.0,203.975312864578,0.7,205.024687135422,409.0
60619,TRUE,TRUE,Allstate Ind Co,ALLSTATE INS GRP,856,311.0,203.975312864578,0.7,963.024687135422,1167.0
60619,TRUE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,203.975312864578,0.7,93.024687135422,297.0
60619,TRUE,TRUE,Metropolitan Cas Ins Co,METROPOLITAN GRP,329,236.0,203.975312864578,0.7,361.024687135422,565.0
60619,TRUE,TRUE,Progressive Universal Ins Co,PROGRESSIVE GRP,328,240.0,203.975312864578,0.7,364.024687135422,568.0
60619,TRUE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,203.975312864578,0.7,343.024687135422,547.0
60619,TRUE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,189.0,203.975312864578,0.7,177.024687135422,381.0
60619,TRUE,TRUE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,184,251.0,203.975312864578,0.7,231.024687135422,435.0
60619,TRUE,TRUE,Farmers Automobile Ins Assoc,PEKIN INS GRP,751,531.0,203.975312864578,0.7,1078.024687135422,1282.0
60619,TRUE,TRUE,Economy Preferred Ins Co,METROPOLITAN GRP,253,186.0,203.975312864578,0.7,235.024687135422,439.0
60619,TRUE,TRUE,Travelers Home & Marine Ins Co,Travelers Grp,319,218.0,203.975312864578,0.7,333.024687135422,537.0
60619,TRUE,TRUE,Safeco Ins Co Of IL,LIBERTY MUT GRP,206,215.0,203.975312864578,0.7,217.024687135422,421.0
60619,TRUE,TRUE,Country Mut Ins Co,Country Ins & Fin Serv Grp,164,140.0,203.975312864578,0.7,100.024687135422,304.0
60619,TRUE,TRUE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,184,251.0,203.975312864578,0.7,231.024687135422,435.0
60619,TRUE,TRUE,Erie Ins Co,ERIE INS GRP,287,188.0,203.975312864578,0.7,271.024687135422,475.0
60619,TRUE,TRUE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,192,203.0,203.975312864578,0.7,191.024687135422,395.0
60619,TRUE,TRUE,State Farm Mut Auto Ins Co,STATE FARM GRP,435,0.0,203.975312864578,0.7,231.024687135422,435.0
60619,TRUE,TRUE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,417,483.0,203.975312864578,0.7,696.024687135422,900.0
60619,TRUE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,193,238.0,203.975312864578,0.7,227.024687135422,431.0
60619,TRUE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,119.0,203.975312864578,0.7,37.024687135422,241.0
60619,TRUE,TRUE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,129,109.0,203.975312864578,0.7,34.024687135422,238.0
60619,TRUE,TRUE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,207,48.0,203.975312864578,0.7,51.024687135422,255.0
60620,TRUE,TRUE,Allstate Ind Co,ALLSTATE INS GRP,856,302.0,202.248304149556,0.8,955.751695850444,1158.0
60620,TRUE,TRUE,Metropolitan Cas Ins Co,METROPOLITAN GRP,329,236.0,202.248304149556,0.8,362.751695850444,565.0
60620,TRUE,TRUE,Owners Ins Co,AUTO OWNERS GRP,347,375.0,202.248304149556,0.8,519.751695850444,722.0
60620,TRUE,TRUE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,572,0.0,202.248304149556,0.8,369.751695850444,572.0
60620,TRUE,TRUE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,184,251.0,202.248304149556,0.8,232.751695850444,435.0
60620,TRUE,TRUE,Illinois Farmers Ins Co,FARMERS INS GRP,318,289.0,202.248304149556,0.8,404.751695850444,607.0
60620,TRUE,TRUE,Progressive Direct Ins Co,PROGRESSIVE GRP,381,246.0,202.248304149556,0.8,424.751695850444,627.0
60620,TRUE,TRUE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,982,0.0,202.248304149556,0.8,779.751695850444,982.0
60620,TRUE,TRUE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,535,0.0,202.248304149556,0.8,332.751695850444,535.0
60620,TRUE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,202.248304149556,0.8,344.751695850444,547.0
60620,TRUE,TRUE,State Farm Mut Auto Ins Co,STATE FARM GRP,435,0.0,202.248304149556,0.8,232.751695850444,435.0
60620,TRUE,TRUE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,433,220.0,202.248304149556,0.8,450.751695850444,653.0
60620,TRUE,TRUE,Country Mut Ins Co,Country Ins & Fin Serv Grp,164,140.0,202.248304149556,0.8,101.75169585044401,304.0
60620,TRUE,TRUE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,414,461.0,202.248304149556,0.8,672.751695850444,875.0
60620,TRUE,TRUE,Farmers Automobile Ins Assoc,PEKIN INS GRP,751,531.0,202.248304149556,0.8,1079.751695850444,1282.0
60620,TRUE,TRUE,Progressive Northern Ins Co,PROGRESSIVE GRP,253,276.0,202.248304149556,0.8,326.751695850444,529.0
60620,TRUE,TRUE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,350,348.0,202.248304149556,0.8,495.751695850444,698.0
60620,TRUE,TRUE,Travelers Commercial Ins Co,Travelers Grp,303,214.0,202.248304149556,0.8,314.751695850444,517.0
60620,TRUE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,193,238.0,202.248304149556,0.8,228.751695850444,431.0
60620,TRUE,TRUE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,184,251.0,202.248304149556,0.8,232.751695850444,435.0
60620,TRUE,TRUE,Erie Ins Exch,ERIE INS GRP,250,159.0,202.248304149556,0.8,206.751695850444,409.0
60620,TRUE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,189.0,202.248304149556,0.8,178.751695850444,381.0
60620,TRUE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,202.248304149556,0.8,94.75169585044401,297.0
60620,TRUE,TRUE,Erie Ins Co,ERIE INS GRP,287,188.0,202.248304149556,0.8,272.751695850444,475.0
60620,TRUE,TRUE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,129,109.0,202.248304149556,0.8,35.75169585044401,238.0
60620,TRUE,TRUE,Travelers Home & Marine Ins Co,Travelers Grp,318,224.0,202.248304149556,0.8,339.751695850444,542.0
60620,TRUE,TRUE,Progressive Universal Ins Co,PROGRESSIVE GRP,328,207.0,202.248304149556,0.8,332.751695850444,535.0
60620,TRUE,TRUE,Economy Preferred Ins Co,METROPOLITAN GRP,253,186.0,202.248304149556,0.8,236.751695850444,439.0
60620,TRUE,TRUE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,207,48.0,202.248304149556,0.8,52.75169585044401,255.0
60620,TRUE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,119.0,202.248304149556,0.8,38.75169585044401,241.0
60620,TRUE,TRUE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,417,483.0,202.248304149556,0.8,697.751695850444,900.0
60620,TRUE,TRUE,State Farm Fire & Cas Co,STATE FARM GRP,483,0.0,202.248304149556,0.8,280.751695850444,483.0
60620,TRUE,TRUE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,192,203.0,202.248304149556,0.8,192.751695850444,395.0
60620,TRUE,TRUE,Safeco Ins Co Of IL,LIBERTY MUT GRP,206,215.0,202.248304149556,0.8,218.751695850444,421.0
60621,TRUE,TRUE,Progressive Northern Ins Co,PROGRESSIVE GRP,253,308.0,182.618591633532,1.2,378.381408366468,561.0
60621,TRUE,TRUE,Owners Ins Co,AUTO OWNERS GRP,347,375.0,182.618591633532,1.2,539.381408366468,722.0
60621,TRUE,TRUE,Allstate Ind Co,ALLSTATE INS GRP,770,271.0,182.618591633532,1.2,858.381408366468,1041.0
60621,TRUE,TRUE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,184,213.0,182.618591633532,1.2,214.381408366468,397.0
60621,TRUE,TRUE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,414,422.0,182.618591633532,1.2,653.381408366468,836.0
60621,TRUE,TRUE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,535,0.0,182.618591633532,1.2,352.381408366468,535.0
60621,TRUE,TRUE,Progressive Direct Ins Co,PROGRESSIVE GRP,381,275.0,182.618591633532,1.2,473.381408366468,656.0
60621,TRUE,TRUE,Metropolitan Cas Ins Co,METROPOLITAN GRP,329,236.0,182.618591633532,1.2,382.381408366468,565.0
60621,TRUE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,182.618591633532,1.2,364.381408366468,547.0
60621,TRUE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,193,237.0,182.618591633532,1.2,247.381408366468,430.0
60621,TRUE,TRUE,Travelers Commercial Ins Co,Travelers Grp,301,199.0,182.618591633532,1.2,317.381408366468,500.0
60621,TRUE,TRUE,Illinois Farmers Ins Co,FARMERS INS GRP,318,288.0,182.618591633532,1.2,423.381408366468,606.0
60621,TRUE,TRUE,Travelers Home & Marine Ins Co,Travelers Grp,316,208.0,182.618591633532,1.2,341.381408366468,524.0
60621,TRUE,TRUE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,433,220.0,182.618591633532,1.2,470.381408366468,653.0
60621,TRUE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,193.0,182.618591633532,1.2,202.381408366468,385.0
60621,TRUE,TRUE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,350,298.0,182.618591633532,1.2,465.381408366468,648.0
60621,TRUE,TRUE,State Farm Mut Auto Ins Co,STATE FARM GRP,435,0.0,182.618591633532,1.2,252.381408366468,435.0
60621,TRUE,TRUE,Country Mut Ins Co,Country Ins & Fin Serv Grp,164,140.0,182.618591633532,1.2,121.38140836646801,304.0
60621,TRUE,TRUE,Erie Ins Co,ERIE INS GRP,287,188.0,182.618591633532,1.2,292.381408366468,475.0
60621,TRUE,TRUE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,184,213.0,182.618591633532,1.2,214.381408366468,397.0
60621,TRUE,TRUE,Erie Ins Exch,ERIE INS GRP,250,159.0,182.618591633532,1.2,226.381408366468,409.0
60621,TRUE,TRUE,Safeco Ins Co Of IL,LIBERTY MUT GRP,206,238.0,182.618591633532,1.2,261.381408366468,444.0
60621,TRUE,TRUE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,129,109.0,182.618591633532,1.2,55.38140836646801,238.0
60621,TRUE,TRUE,Farmers Automobile Ins Assoc,PEKIN INS GRP,751,531.0,182.618591633532,1.2,1099.381408366468,1282.0
60621,TRUE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,182.618591633532,1.2,114.38140836646801,297.0
60621,TRUE,TRUE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,207,48.0,182.618591633532,1.2,72.38140836646801,255.0
60621,TRUE,TRUE,State Farm Fire & Cas Co,STATE FARM GRP,483,0.0,182.618591633532,1.2,300.381408366468,483.0
60621,TRUE,TRUE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,192,201.0,182.618591633532,1.2,210.381408366468,393.0
60621,TRUE,TRUE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,572,0.0,182.618591633532,1.2,389.381408366468,572.0
60621,TRUE,TRUE,Economy Preferred Ins Co,METROPOLITAN GRP,253,186.0,182.618591633532,1.2,256.381408366468,439.0
60621,TRUE,TRUE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,982,0.0,182.618591633532,1.2,799.381408366468,982.0
60621,TRUE,TRUE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,417,426.0,182.618591633532,1.2,660.381408366468,843.0
60621,TRUE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,117.0,182.618591633532,1.2,56.38140836646801,239.0
60621,TRUE,TRUE,Progressive Universal Ins Co,PROGRESSIVE GRP,328,231.0,182.618591633532,1.2,376.381408366468,559.0
60622,TRUE,FALSE,Progressive Northern Ins Co,PROGRESSIVE GRP,253,200.0,189.935541561075,58.9,263.064458438925,453.0
60622,TRUE,FALSE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,535,0.0,189.935541561075,58.9,345.064458438925,535.0
60622,TRUE,FALSE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,414,287.0,189.935541561075,58.9,511.064458438925,701.0
60622,TRUE,FALSE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,184,87.0,189.935541561075,58.9,81.06445843892499,271.0
60622,TRUE,FALSE,Metropolitan Cas Ins Co,METROPOLITAN GRP,329,299.0,189.935541561075,58.9,438.064458438925,628.0
60622,TRUE,FALSE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,189.935541561075,58.9,357.064458438925,547.0
60622,TRUE,FALSE,Travelers Commercial Ins Co,Travelers Grp,301,199.0,189.935541561075,58.9,310.064458438925,500.0
60622,TRUE,FALSE,Erie Ins Co,ERIE INS GRP,287,188.0,189.935541561075,58.9,285.064458438925,475.0
60622,TRUE,FALSE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,350,306.0,189.935541561075,58.9,466.064458438925,656.0
60622,TRUE,FALSE,Owners Ins Co,AUTO OWNERS GRP,347,375.0,189.935541561075,58.9,532.0644584389249,722.0
60622,TRUE,FALSE,Progressive Direct Ins Co,PROGRESSIVE GRP,381,179.0,189.935541561075,58.9,370.064458438925,560.0
60622,TRUE,FALSE,Country Mut Ins Co,Country Ins & Fin Serv Grp,164,140.0,189.935541561075,58.9,114.06445843892499,304.0
60622,TRUE,FALSE,Illinois Farmers Ins Co,FARMERS INS GRP,318,184.0,189.935541561075,58.9,312.064458438925,502.0
60622,TRUE,FALSE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,433,166.0,189.935541561075,58.9,409.064458438925,599.0
60622,TRUE,FALSE,Progressive Universal Ins Co,PROGRESSIVE GRP,328,150.0,189.935541561075,58.9,288.064458438925,478.0
60622,TRUE,FALSE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,189.935541561075,58.9,107.06445843892499,297.0
60622,TRUE,FALSE,State Farm Mut Auto Ins Co,STATE FARM GRP,435,0.0,189.935541561075,58.9,245.064458438925,435.0
60622,TRUE,FALSE,Farmers Automobile Ins Assoc,PEKIN INS GRP,751,531.0,189.935541561075,58.9,1092.064458438925,1282.0
60622,TRUE,FALSE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,212,126.0,189.935541561075,58.9,148.064458438925,338.0
60622,TRUE,FALSE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,115.0,189.935541561075,58.9,47.06445843892499,237.0
60622,TRUE,FALSE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,192.0,189.935541561075,58.9,194.064458438925,384.0
60622,TRUE,FALSE,Travelers Home & Marine Ins Co,Travelers Grp,316,208.0,189.935541561075,58.9,334.064458438925,524.0
60622,TRUE,FALSE,Economy Preferred Ins Co,METROPOLITAN GRP,253,236.0,189.935541561075,58.9,299.064458438925,489.0
60622,TRUE,FALSE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,982,0.0,189.935541561075,58.9,792.0644584389249,982.0
60622,TRUE,FALSE,Safeco Ins Co Of IL,LIBERTY MUT GRP,206,195.0,189.935541561075,58.9,211.064458438925,401.0
60622,TRUE,FALSE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,129,106.0,189.935541561075,58.9,45.06445843892499,235.0
60622,TRUE,FALSE,Erie Ins Exch,ERIE INS GRP,250,159.0,189.935541561075,58.9,219.064458438925,409.0
60622,TRUE,FALSE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,184,87.0,189.935541561075,58.9,81.06445843892499,271.0
60622,TRUE,FALSE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,192,188.0,189.935541561075,58.9,190.064458438925,380.0
60622,TRUE,FALSE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,207,48.0,189.935541561075,58.9,65.06445843892499,255.0
60622,TRUE,FALSE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,417,169.0,189.935541561075,58.9,396.064458438925,586.0
60622,TRUE,FALSE,Allstate Ind Co,ALLSTATE INS GRP,856,357.0,189.935541561075,58.9,1023.0644584389249,1213.0
60622,TRUE,FALSE,State Farm Fire & Cas Co,STATE FARM GRP,483,0.0,189.935541561075,58.9,293.064458438925,483.0
60622,TRUE,FALSE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,572,0.0,189.935541561075,58.9,382.064458438925,572.0
60623,TRUE,TRUE,Metropolitan Prop & Cas Ins Co,METROPOLITAN GRP,350,304.0,141.281447952966,1.9,512.718552047034,654.0
60623,TRUE,TRUE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,184,189.0,141.281447952966,1.9,231.718552047034,373.0
60623,TRUE,TRUE,Progressive Direct Ins Co,PROGRESSIVE GRP,381,212.0,141.281447952966,1.9,451.718552047034,593.0
60623,TRUE,TRUE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,535,0.0,141.281447952966,1.9,393.718552047034,535.0
60623,TRUE,TRUE,Travelers Commercial Ins Co,Travelers Grp,303,184.0,141.281447952966,1.9,345.718552047034,487.0
60623,TRUE,TRUE,Owners Ins Co,AUTO OWNERS GRP,347,375.0,141.281447952966,1.9,580.718552047034,722.0
60623,TRUE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,115.0,141.281447952966,1.9,95.718552047034,237.0
60623,TRUE,TRUE,Progressive Northern Ins Co,PROGRESSIVE GRP,253,238.0,141.281447952966,1.9,349.718552047034,491.0
60623,TRUE,TRUE,Metropolitan Cas Ins Co,METROPOLITAN GRP,329,299.0,141.281447952966,1.9,486.718552047034,628.0
60623,TRUE,TRUE,Erie Ins Exch,ERIE INS GRP,250,159.0,141.281447952966,1.9,267.718552047034,409.0
60623,TRUE,TRUE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,129,106.0,141.281447952966,1.9,93.718552047034,235.0
60623,TRUE,TRUE,Illinois Farmers Ins Co,FARMERS INS GRP,318,275.0,141.281447952966,1.9,451.718552047034,593.0
60623,TRUE,TRUE,Farmers Automobile Ins Assoc,PEKIN INS GRP,751,531.0,141.281447952966,1.9,1140.7185520470339,1282.0
60623,TRUE,TRUE,Progressive Universal Ins Co,PROGRESSIVE GRP,328,178.0,141.281447952966,1.9,364.718552047034,506.0
60623,TRUE,TRUE,Safeco Ins Co Of IL,LIBERTY MUT GRP,206,231.0,141.281447952966,1.9,295.718552047034,437.0
60623,TRUE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,141.281447952966,1.9,405.718552047034,547.0
60623,TRUE,TRUE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,207,48.0,141.281447952966,1.9,113.718552047034,255.0
60623,TRUE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,194,231.0,141.281447952966,1.9,283.718552047034,425.0
60623,TRUE,TRUE,Travelers Home & Marine Ins Co,Travelers Grp,317,193.0,141.281447952966,1.9,368.718552047034,510.0
60623,TRUE,TRUE,State Farm Fire & Cas Co,STATE FARM GRP,483,0.0,141.281447952966,1.9,341.718552047034,483.0
60623,TRUE,TRUE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,572,0.0,141.281447952966,1.9,430.718552047034,572.0
60623,TRUE,TRUE,Economy Preferred Ins Co,METROPOLITAN GRP,253,236.0,141.281447952966,1.9,347.718552047034,489.0
60623,TRUE,TRUE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,184,189.0,141.281447952966,1.9,231.718552047034,373.0
60623,TRUE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,141.281447952966,1.9,155.718552047034,297.0
60623,TRUE,TRUE,State Farm Mut Auto Ins Co,STATE FARM GRP,435,0.0,141.281447952966,1.9,293.718552047034,435.0
60623,TRUE,TRUE,American Standard Ins Co of WI,AMERICAN FAMILY INS GRP,982,0.0,141.281447952966,1.9,840.718552047034,982.0
60623,TRUE,TRUE,Country Mut Ins Co,Country Ins & Fin Serv Grp,164,140.0,141.281447952966,1.9,162.718552047034,304.0
60623,TRUE,TRUE,Erie Ins Co,ERIE INS GRP,287,188.0,141.281447952966,1.9,333.718552047034,475.0
60623,TRUE,TRUE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,192,188.0,141.281447952966,1.9,238.718552047034,380.0
60623,TRUE,TRUE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,417,376.0,141.281447952966,1.9,651.718552047034,793.0
60623,TRUE,TRUE,Allstate Fire & Cas Ins Co,ALLSTATE INS GRP,433,218.0,141.281447952966,1.9,509.718552047034,651.0
60623,TRUE,TRUE,Allstate Ind Co,ALLSTATE INS GRP,856,322.0,141.281447952966,1.9,1036.7185520470339,1178.0
60623,TRUE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,192.0,141.281447952966,1.9,242.718552047034,384.0
60623,TRUE,TRUE,Metropolitan Grp Prop & Cas Ins Co,METROPOLITAN GRP,414,610.0,141.281447952966,1.9,882.718552047034,1024.0
60624,TRUE,TRUE,Illinois Farmers Ins Co,FARMERS INS GRP,318,275.0,187.284502682389,1.8,405.71549731761104,593.0
60624,TRUE,TRUE,USAA Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,122,115.0,187.284502682389,1.8,49.71549731761101,237.0
60624,TRUE,TRUE,Country Pref Ins Co,Country Ins & Fin Serv Grp,160,137.0,187.284502682389,1.8,109.71549731761101,297.0
60624,TRUE,TRUE,Economy Preferred Ins Co,METROPOLITAN GRP,253,236.0,187.284502682389,1.8,301.71549731761104,489.0
60624,TRUE,TRUE,Liberty Mut Fire Ins Co,LIBERTY MUT GRP,535,0.0,187.284502682389,1.8,347.71549731761104,535.0
60624,TRUE,TRUE,Geico Cas Co,BERKSHIRE HATHAWAY GRP,194,231.0,187.284502682389,1.8,237.715497317611,425.0
60624,TRUE,TRUE,Government Employees Ins Co,BERKSHIRE HATHAWAY GRP,184,189.0,187.284502682389,1.8,185.715497317611,373.0
60624,TRUE,TRUE,First Liberty Ins Corp,LIBERTY MUT GRP,547,0.0,187.284502682389,1.8,359.71549731761104,547.0
60624,TRUE,TRUE,Erie Ins Co,ERIE INS GRP,287,188.0,187.284502682389,1.8,287.71549731761104,475.0
60624,TRUE,TRUE,United Serv Automobile Assn,UNITED SERV AUTOMOBILE ASSN GRP,129,106.0,187.284502682389,1.8,47.71549731761101,235.0
60624,TRUE,TRUE,Country Mut Ins Co,Country Ins & Fin Serv Grp,164,140.0,187.284502682389,1.8,116.71549731761101,304.0
60624,TRUE,TRUE,Travelers Commercial Ins Co,Travelers Grp,303,184.0,187.284502682389,1.8,299.71549731761104,487.0
60624,TRUE,TRUE,Farmers Automobile Ins Assoc,PEKIN INS GRP,751,531.0,187.284502682389,1.8,1094.715497317611,1282.0
60624,TRUE,TRUE,Travelers Home & Marine Ins Co,Travelers Grp,317,193.0,187.284502682389,1.8,322.71549731761104,510.0
60624,TRUE,TRUE,Garrison Prop & Cas Ins Co,UNITED SERV AUTOMOBILE ASSN GRP,192,192.0,187.284502682389,1.8,196.715497317611,384.0
60624,TRUE,TRUE,Geico Ind Co,BERKSHIRE HATHAWAY GRP,417,376.0,187.284502682389,1.8,605.715497317611,793.0
60624,TRUE,TRUE,Metropolitan Cas Ins Co,METROPOLITAN GRP,329,299.0,187.284502682389,1.8,440.71549731761104,628.0
60624,TRUE,TRUE,Geico Gen Ins Co,BERKSHIRE HATHAWAY GRP,184,189.0,187.284502682389,1.8,185.715497317611,373.0
60624,TRUE,TRUE,Trumbull Ins Co,HARTFORD FIRE & CAS GRP,207,48.0,187.284502682389,1.8,67.71549731761101,255.0
60624,TRUE,TRUE,Safeco Ins Co Of IL,LIBERTY MUT GRP,206,211.0,187.284502682389,1.8,229.715497317611,417.0
60624,TRUE,TRUE,American Family Mut Ins Co,AMERICAN FAMILY INS GRP,572,0.0,187.284502682389,1.8,384.71549731761104,572.0
60624,TRUE,TRUE,USAA Gen Ind Co,UNITED SERV AUTOMOBILE ASSN GRP,192,188.0,187.284502682389,1.8,192.715497317611,380.0
60624,TRUE,TRUE,Erie Ins Exch,ERIE INS GRP,250,159.0,187.284502682389,1.8,221.715497317611,409.0
60624,TRUE,TRUE,State Farm Fire & Cas Co,STATE FARM GRP,483,0.0,187.284502682389,1.8,295.71549731761104,483.0
60624,TRUE,TRUE,Allstate Ind Co,ALLSTATE INS GRP,856,322.0,187.284502682389,1.8,990.715497317611,1178.0
